RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	ADM2	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME	FULL_NAME	FULL_NAME_ND	MODIFY_DATE
1	160448	195804	64.918889	-13.968333	645508	-135806	28WES4879699813	NQ27-16	T	SPIT		IC	31					N			Eyri	MJOEYRI	Mjóeyri	Mjoeyri	1996-04-16
1	161402	197399	65.2725	-13.850278	651621	-135101	28WET5366239314	NQ27-12	T	PK		IC	20					N				HANEFUR	Hánefur	Hanefur	1996-04-16
1	161286	197230	65.098611	-13.805	650555	-134818	28WET5614219976	NQ27-12	T	PK		IC	31					N			Bjarg	SKUGGAHLIDHARBJARG	Skuggahlíðarbjarg	Skuggahlidharbjarg	1996-04-16
1	160475	195833	64.949167	-13.926389	645657	-135535	28WET5072203220	NQ27-16	T	PK		IC	31					N			Fjall	ORNOLFSFJALL	Örnólfsfjall	Ornolfsfjall	1996-04-16
1	161299	197249	65.146667	-13.733056	650848	-134359	28WET5941425397	NQ27-12	S	FRM		IC	31					N				STROND	Strönd	Strond	1996-04-16
1	161313	197271	65.188333	-13.456111	651118	-132722	28WET7228630328	NQ27-12	H	RF		IC	00					N			Boði	REYKJABODHI	Reykjaboði	Reykjabodhi	1996-04-16
1	9163334	9214536	64.2	-20.75	641200	-204500	27WWM1214119325	NQ27-14	A	ADMD		IC	42					N			hreppur	GRIMSNESOGGRAFNINGSHREPPUR	Grímsnes- og Grafningshreppur	Grimsnes- og Grafningshreppur	2004-03-11
1	9163201	9214355	64.866667	-23.5	645200	-233000	27WUM8154595935	NQ27-13	A	ADMD		IC	45					N			bær	SNAEFELLSBAER	Snæfellsbær	Snaefellsbaer	2004-03-11
1	9163211	9214366	65.5	-19.666667	653000	-194000	27WWN6169464834	NQ27-10	A	ADMD		IC	41					N			Sveitarfélagið	SVEITARFELAGIDHSKAGAFJORDHUR	Sveitarfélagið Skagafjörður	Sveitarfelagidh Skagafjordhur	2004-03-11
1	9163227	9214390	64.083333	-22.65	640500	-223900	27WVM1954207342	NQ27-13	A	ADMD		IC	43					V				GERDHAHREPPUR	Gerðahreppur	Gerdhahreppur	2004-03-11
1	9163265	9214432	65.533333	-23.416667	653200	-232500	27WUN8833770039	NQ27-09	A	ADMD		IC	44					N			byggð	VESTURBYGGDH	Vesturbyggð	Vesturbyggdh	2004-03-11
1	9163318	9214518	64.333333	-15.5	642000	-153000	28WDS7583634254	NQ27-15	A	ADMD		IC	38					N			Sveitarfélagið	SVEITARFELAGIDHHORNAFJORDHUR	Sveitarfélagið Hornafjörður	Sveitarfelagidh Hornafjordhur	2004-03-11
1	-2651215	-3659684	64.833333	-14.533333	645000	-143200	28WES2214389962	NQ27-16	T	CLF		IC	31					N				OFAERUDALSNAFIR	Ófærudalsnafir	Ofaerudalsnafir	1994-01-14
1	-2652734	-3661412	65.583333	-22.716667	653500	-224300	27WVN2082574549	NQ27-09	H	FJD		IC	04					V				SKALMARFIORD	Skalmar Fiord	Skalmar Fiord	1994-01-14
1	-2652726	-3661403	63.516667	-18.283333	633100	-181700	27VXL3513846025	NP27-02	H	STM		IC	37					N				SKALM	Skálm	Skalm	1994-01-14
1	-2650950	-3659379	65.616667	-16.983333	653700	-165900	28WDT0864678624	NQ27-11	S	FRMS		IC	32					N				NESLOND	Neslönd	Neslond	1994-01-14
1	-2653265	-3662001	64.233333	-16.183333	641400	-161100	28WDS4260623549	NQ27-15	T	MT		IC	06					N				SNAEFELL	Snæfell	Snaefell	1994-01-14
1	-2651598	-3660132	64.066667	-17.916667	640400	-175500	28WCS5771707701	NQ27-15	T	HLL		IC	00					N				RAUDHHOLAR	Rauðhólar	Raudhholar	1994-01-14
1	-2651335	-3659826	64.966667	-22.583333	645800	-223500	27WVN2524805676	NQ27-13	S	FRM		IC	29					N				ORLYGSSTADHIR	Örlygsstaðir	Orlygsstadhir	1994-01-14
1	-2641523	-3648999	65.633333	-17.4	653800	-172400	28WCT8953281149	NQ27-11	H	LK		IC	32					N				ARNARVATN	Arnarvatn	Arnarvatn	1994-01-14
1	-2643026	-3650674	64.75	-23.7	644500	-234200	27WUM7151983332	NQ27-13	S	FRM		IC	29					N				DAGVERDHARA	Dagverðará	Dagverdhara	1994-01-14
1	-2643019	-3650666	64.8	-22	644800	-220000	27WVM5249386540	NQ27-13	T	MT		IC	17					N				DAGMALAFJALL	Dagmálafjall	Dagmalafjall	1994-01-14
1	-2643012	-3650655	65.35	-20.6	652100	-203600	27WWN1861547521	NQ27-10	S	FRM		IC	35					V				DAELI	Dæli	Daeli	1994-01-14
1	-2641338	-3648795	64.666667	-22.016667	644000	-220100	27WVM5146271695	NQ27-13	P	PPL		IC	17					N				ALFTARTUNGA	Álftártunga	Alftartunga	1994-01-14
1	-2649762	-3658087	65.933333	-23.583333	655600	-233500	27WUP8247214899	NQ27-09	S	FRM		IC	36					N				LEITI	Leiti	Leiti	1994-01-14
1	-2649045	-3657310	63.95	-17.583333	635700	-173500	28VCR7344494006	NP27-03	H	STM		IC	37					N				KROSSA	Krossá	Krossa	1994-01-14
1	-2649037	-3657302	65.183333	-13.716667	651100	-134300	28WET6009929498	NQ27-12	S	FRM		IC	31					N				KROSS	Kross	Kross	1994-01-14
1	-2644699	-3652527	65.433333	-15.933333	652600	-155600	28WDT5670357071	NQ27-12	T	MT		IC	20					N				GELDINGAFELL	Geldingafell	Geldingafell	1994-01-14
1	-2649450	-3657745	65.783333	-14.433333	654700	-142600	28WET2593795877	NQ27-12	T	PT		IC	20					N				LANDSENDI	Landsendi	Landsendi	1994-01-14
1	-2655242	-3664187	63.783333	-17.983333	634700	-175900	28VCR5299076305	NP27-03	H	STM		IC	37					N				TUNGULAEKUR	Tungulækur	Tungulaekur	1994-01-14
1	-2653471	-3662230	65.2	-18.816667	651200	-184900	27WXN0217232512	NQ27-11	T	HLL		IC	00					N				STAFNSVATNAHAEDH	Stafnsvatnahæð	Stafnsvatnahaedh	1994-01-14
1	-2654782	-3663688	65.1	-20.733333	650600	-204400	27WWN1252819626	NQ27-10	S	FRM		IC	35					N				THVERA	Þverá	Thvera	1994-01-14
1	-2645859	-3653799	64.633333	-14.4	643800	-142400	28WES2868167727	NQ27-16	H	BAY		IC	31					N				HAMARSFJORDHUR	Hamarsfjörður	Hamarsfjordhur	1994-01-14
1	-2645602	-3664155	66.05	-16.333333	660300	-162000	28WDU3960726125	NQ27-07	T	MT		IC	21					V				TUNGUFJALL	Tungufjall	Tungufjall	1994-01-14
1	-2645334	-3653223	65.616667	-24.35	653700	-242100	26WPT2204879755	NQ27-09	S	FRM		IC	34					N				GRUNDIR	Grundir	Grundir	1994-01-14
1	-2646869	-3654910	65.166667	-20.95	651000	-205700	27WWN0234327030	NQ27-10	H	LK		IC	35					N				HOLMAVATN	Hólmavatn	Holmavatn	1994-01-14
1	-2646205	-3654179	64.916667	-23.9	645500	-235400	27WUN6285702312	NQ27-13	P	PPL		IC	29					N				HELLISSANDUR	Hellissandur	Hellissandur	1998-04-03
1	-2642714	-3650333	65.45	-14.466667	652700	-142800	28WET2472658712	NQ27-12	S	FRM		IC	20					N				BREKKUSEL	Brekkusel	Brekkusel	1994-01-14
1	-2641873	-3649386	64.683333	-21.533333	644100	-213200	27WVM7455373270	NQ27-13	S	FRM		IC	17					N				BAKKAKOT	Bakkakot	Bakkakot	1994-01-14
1	-2653871	-3662675	65.066667	-18.4	650400	-182400	27WXN2227518401	NQ27-11	H	STM		IC	00					N				STRANGILAEKUR	Strangilækur	Strangilaekur	1994-01-14
1	-2655385	-3664338	64.316667	-21.733333	641900	-214400	27WVM6453832507	NQ27-13	S	FRM		IC	15					N				UTSKALAHAMAR	Útskálahamar	Utskalahamar	1994-01-14
1	-2651415	-3659909	65.616667	-14	653700	-140000	28WET4606577550	NQ27-12	T	RKS		IC	20					N				OSSKER	Ossker	Ossker	1994-01-14
1	-2650770	-3659181	64.933333	-23.35	645600	-232100	27WUN8892603088	NQ27-13	T	SPUR		IC	29					N				MYRARHYRNA	Mýrarhyrna	Myrarhyrna	1994-01-14
1	-2652282	-3660911	65.916667	-18.3	655500	-181800	27WXP2291313266	NQ27-11	S	FRM		IC	09					N				SELA	Selá	Sela	1994-01-14
1	-2656122	-3665162	64.833333	-14.216667	645000	-141300	28WES3716990110	NQ27-16	S	FRM		IC	31					N				YTRIKLEIF	Ytri-Kleif	Ytri-Kleif	1994-01-14
1	-2642169	-3649717	64.65	-21.666667	643900	-214000	27WVM6815269616	NQ27-13	S	FRM		IC	17					N				BJARGARSTEINN	Bjargarsteinn	Bjargarsteinn	1994-01-14
1	-2643706	-3651444	64.433333	-21.683333	642600	-214100	27WVM6709645480	NQ27-13	S	FRM		IC	07					N				EYRI	Eyri	Eyri	1994-01-14
1	-2644924	-3652774	65.366667	-19.2	652200	-191200	27WWN8370850515	NQ27-10	H	STM		IC	28					N				GLJUFURA	Gljúfurá	Gljufura	1994-01-14
1	-2646423	-3654423	65.466667	-17.683333	652800	-174100	28WCT7570563114	NQ27-11	T	VAL		IC	32					N				HJALTADALUR	Hjaltadalur	Hjaltadalur	1994-01-14
1	-2647787	-3655923	64.583333	-14.2	643500	-141200	28WES3831162261	NQ27-16	T	RKS		IC	31					N				IDHUSKER	Iðusker	Idhusker	1994-01-14
1	-2653454	-3662213	66.033333	-19.266667	660200	-191600	27WWP7855924711	NQ27-06	T	VAL		IC	28					N				STAFARDALUR	Stafárdalur	Stafardalur	1994-01-14
1	-2653944	-3662754	64.966667	-14.65	645800	-143900	28WET1652504785	NQ27-16	T	VAL		IC	31					N				SUDHURDALUR	Suðurdalur	Sudhurdalur	1994-01-14
1	-2655442	-3664401	66.2	-17.15	661200	-170900	28WDU0319943865	NQ27-07	T	PT		IC	32					N				VALADALSTORFA	Valadalstorfa	Valadalstorfa	1994-01-14
1	-2651255	-3659732	65.566667	-18.833333	653400	-185000	27WWN9998873332	NQ27-11	T	PKS		IC	00					N				OLAFARHNUKAR	Ólafarhnúkar	Olafarhnukar	1994-01-14
1	-2651255	-3659731	65.566667	-18.833333	653400	-185000	27WWN9998873332	NQ27-11	T	PKS		IC	00					V				OLAFARHNJUKAR	Ólafarhnjúkar	Olafarhnjukar	1994-01-14
1	-2652506	-3661147	66.433333	-22.75	662600	-224500	27WVP2193269305	NQ27-05	H	BGHT		IC	19					N				SELVOGUR	Selvogur	Selvogur	1994-01-14
1	-2649824	-3658153	65.366667	-21.2	652200	-211200	27WVN9069849335	NQ27-10	S	FRM		IC	30					N				LITLAHVALSA	Litla-Hvalsá	Litla-Hvalsa	1994-01-14
1	-2645820	-3653757	66	-23.683333	660000	-234100	27WUP7824322515	NQ27-05	T	VAL		IC	36					N				HALSDALUR	Hálsdalur	Halsdalur	1994-01-14
1	-2646173	-3654142	64.816667	-23.966667	644900	-235800	27WUM5918491323	NQ27-13	S	FRM		IC	29					N				HELLA	Hella	Hella	1994-01-14
1	-2644402	-3652195	64.883333	-23.5	645300	-233000	27WUM8161897791	NQ27-13	A	ADMD		IC	29					N				FRODHARHREPPUR	Fróðárhreppur	Frodharhreppur	1994-01-14
1	-2642657	-3650271	63.866667	-20.983333	635200	-205900	27VWL0081982157	NP27-02	S	FRM		IC	03					N				BREIDHUMYRARHOLT	Breiðumýrarholt	Breidhumyrarholt	1994-01-14
1	-2649923	-3658256	63.7	-19.483333	634200	-192900	27VWL7497264475	NP27-02	H	STM		IC	23					N				LJOSA	Ljósá	Ljosa	1994-01-14
1	-2647942	-3656110	65.95	-18.166667	655700	-181000	27WXP2881217246	NQ27-11	S	FRM		IC	32					N				JARLSSTADHIR	Jarlsstaðir	Jarlsstadhir	1994-01-14
1	-2655028	-3663951	65.6	-20.316667	653600	-201900	27WWN3149975497	NQ27-10	S	FRM		IC	05					N				TORFALAEKUR	Torfalækur	Torfalaekur	1994-01-14
1	-2641222	-3648665	64.033333	-16.5	640200	-163000	28WDS2672401591	NQ27-15	T	MT		IC	06					N				AERFJALL	Ærfjall	AErfjall	1994-01-14
1	-2645638	-3653556	64.716667	-22.5	644300	-223000	27WVM2852277724	NQ27-13	H	BAY		IC	29					V				HAFURSFJORD	Hafurs Fjörd	Hafurs Fjord	1994-01-14
1	-2645375	-3653270	64.9	-23.95	645400	-235700	27WUN6040800565	NQ27-13	S	FRM		IC	29					N				GUFUSKALAR	Gufuskálar	Gufuskalar	1994-01-14
1	-2648659	-3656890	64.766667	-20.75	644600	-204500	27WWM1189282474	NQ27-14	L	GRAZ		IC	00					N				KLEPPAHRAUN	Kleppahraun	Kleppahraun	1994-01-14
1	-2656097	-3665136	63.933333	-21.316667	635600	-211900	27VVL8447489624	NP27-01	S	FRM		IC	03					N				YTRIGRIMSLAEKUR	Ytri-Grímslækur	Ytri-Grimslaekur	1994-01-14
1	-2654378	-3663242	65.65	-23.966667	653900	-235800	27WUN6355184118	NQ27-09	H	FJD		IC	34					N				TALKNAFJORDHUR	Tálknafjörður	Talknafjordhur	1994-01-14
1	-2654378	-3663241	65.65	-23.966667	653900	-235800	27WUN6355184118	NQ27-09	H	FJD		IC	34					V				TALKNAFJORD	Talkna Fjörd	Talkna Fjord	1994-01-14
1	-2654378	-3663239	65.65	-23.966667	653900	-235800	27WUN6355184118	NQ27-09	H	FJD		IC	34					V				TALKNAFIORD	Tálkna Fiord	Talkna Fiord	1994-01-14
1	-2655887	-3664897	65.4	-14.4	652400	-142400	28WET2787053168	NQ27-12	S	FRM		IC	20					N				VIFILSSTADHIR	Vífilsstaðir	Vifilsstadhir	1994-01-14
1	-2651231	-3659701	66.133333	-21.666667	660800	-214000	27WVP6990134932	NQ27-05	T	RKS		IC	30					N				OFEIGSFJARDHARSKER	Ófeigsfjarðarsker	Ofeigsfjardharsker	1994-01-14
1	-2651722	-3660280	65.733333	-17.3	654400	-171800	28WCT9454192117	NQ27-11	A	ADMD		IC	32					N				REYKDAELAHREPPUR	Reykdælahreppur	Reykdaelahreppur	1994-01-14
1	-2646251	-3654231	65.1	-14.9	650600	-145400	28WET0469819603	NQ27-12	H	FLLS		IC	20					N				HENGIFOSS	Hengifoss	Hengifoss	1994-01-14
1	-2644472	-3652278	65.266667	-19.733333	651600	-194400	27WWN5913338768	NQ27-10	H	LK		IC	00					N				GALTABOL	Galtaból	Galtabol	1994-01-14
1	-2643723	-3651461	64.216667	-15.166667	641300	-151000	28WDS9191121169	NQ27-15	T	ISL		IC	06					N				EYSTRAHVANNEYJARSKER	Eystra Hvanneyjarsker	Eystra Hvanneyjarsker	1994-01-14
1	-2643723	-3649229	64.216667	-15.166667	641300	-151000	28WDS9191121169	NQ27-15	T	ISL		IC	06					V				AUSTURHVANNEYJARSKER	Austur-Hvanneyjarsker	Austur-Hvanneyjarsker	1994-01-14
1	-2643211	-3650877	65.85	-21.25	655100	-211500	27WVP8858703214	NQ27-10	H	RF		IC	30					N				DJUPSKER	Djúpsker	Djupsker	1994-01-14
1	-2645052	-3652912	65.883333	-19.4	655300	-192400	27WWP7294407836	NQ27-10	S	FRM		IC	28					N				GRAFARGERDHI	Grafargerði	Grafargerdhi	1994-01-14
1	-2647469	-3655570	64.683333	-21.4	644100	-212400	27WVM8091473224	NQ27-13	S	FRM		IC	07					N				HURDHARBAK	Hurðarbak	Hurdharbak	1994-01-14
1	-2655958	-3664972	64.95	-23.2	645700	-231200	27WUN9607804690	NQ27-13	S	FRM		IC	29					N				VINDAS	Vindás	Vindas	1994-01-14
1	-2655951	-3664965	64.116667	-21.083333	640700	-210500	27WVM9594110017	NQ27-13	S	FRM		IC	03					N				VILLINGAVATN	Villingavatn	Villingavatn	1994-01-14
1	-2642053	-3649589	64.316667	-15.15	641900	-150900	28WDS9274632311	NQ27-15	H	FLLS		IC	06					N				BERGARFOSS	Bergarfoss	Bergarfoss	1994-01-14
1	-2642022	-3649557	64.6	-21.833333	643600	-215000	27WVM6011764139	NQ27-13	S	FRM		IC	17					N				BEIGALDI	Beigaldi	Beigaldi	1994-01-14
1	-2642500	-3650086	64.983333	-17.883333	645900	-175300	28WCT6398409699	NQ27-15	H	STM		IC	00					N				BOTNADRAG	Botnadrag	Botnadrag	1994-01-14
1	-2648017	-3656199	65.766667	-24	654600	-240000	27WUN6263997183	NQ27-09	T	PK		IC	34					N				JOREIDHUR	Jóreiður	Joreidhur	1994-01-14
1	-2650086	-3658523	63.7	-17.766667	634200	-174600	28VCR6326066546	NP27-03	T	ISL		IC	37					V				MAVABOT	Mávabót	Mavabot	1994-01-14
1	-2650070	-3658416	65.7	-15.366667	654200	-152200	28WDT8316386521	NQ27-12	T	MT		IC	20					N				MAELIFELL	Mælifell	Maelifell	1994-01-14
1	-2655351	-3664302	65.2	-18.366667	651200	-182200	27WXN2322233316	NQ27-11	H	LKS		IC	00					N				URDHARVOTN	Urðarvötn	Urdharvotn	1994-01-14
1	-2655091	-3664020	65.5	-13.966667	653000	-135800	28WET4781464573	NQ27-12	H	STMH		IC	20					N				TROLLABOTNAR	Tröllabotnar	Trollabotnar	1994-01-14
1	-2653982	-3662801	65.533333	-15.533333	653200	-153200	28WDT7535368000	NQ27-12	T	MT		IC	20					N				SULENDUR	Súlendur	Sulendur	1994-01-14
1	-2650437	-3658827	66.2	-23.45	661200	-232700	27WUP8969744361	NQ27-05	T	HLL		IC	36					N				MIDHLEITI	Miðleiti	Midhleiti	1994-01-14
1	-2650871	-3659291	64.666667	-21.583333	644000	-213500	27WVM7215071434	NQ27-13	S	FRM		IC	17					N				NEDHRANES	Neðranes	Nedhranes	1994-01-14
1	-2653144	-3661864	64.233333	-19.533333	641400	-193200	27WWM7113423836	NQ27-14	V	HTH		IC	03					N				SKUMSTUNGNAHEIDHI	Skúmstungnaheiði	Skumstungnaheidhi	1994-01-14
1	-2649058	-3657324	65	-13.6	650000	-133600	28WET6601509186	NQ27-12	T	PT		IC	31					N				KROSSANESTANGI	Krossanestangi	Krossanestangi	1994-01-14
1	-2645197	-3653071	64.566667	-15.066667	643400	-150400	28WDS9680560164	NQ27-15	T	GRGE		IC	06					N				GRISATUNGNAGIL	Grísatungnagil	Grisatungnagil	1994-01-14
1	-2648389	-3656598	65.833333	-23.333333	655000	-232000	27WUP9342703313	NQ27-09	T	VAL		IC	36					N				KETILSEYRARDALUR	Ketilseyrardalur	Ketilseyrardalur	1994-01-14
1	-2648381	-3656600	64.616667	-14.283333	643700	-141700	28WES3427965928	NQ27-16	T	ISL		IC	31					V				KETILSFLES	Ketilsfles	Ketilsfles	1994-01-14
1	-2645035	-3653143	65.816667	-17.75	654900	-174500	28WCU7432402228	NQ27-11	T	MT		IC	32					V				GROENIHNJUKUR	Groenihnjúkur	Groenihnjukur	1994-01-14
1	-2645035	-3652893	65.816667	-17.75	654900	-174500	28WCU7432402228	NQ27-11	T	MT		IC	32					V				GRAENIHNUKUR	Grænihnúkur	Graenihnukur	1994-01-14
1	-2645035	-3652892	65.816667	-17.75	654900	-174500	28WCU7432402228	NQ27-11	T	MT		IC	32					N				GRAENIHNJUKUR	Græníhnjúkur	Graenihnjukur	1994-01-14
1	-2645027	-3652884	63.916667	-17.866667	635500	-175200	28VCR5940490888	NP27-03	T	HLL		IC	37					N				GRAENHALS	Grænháls	Graenhals	1994-01-14
1	-2651036	-3659477	64.716667	-20.9	644300	-205400	27WWM0476676882	NQ27-14	H	STM		IC	00					V				NORDHLING	Nordhling	Nordhling	1994-01-14
1	-2651028	-3659469	65.75	-22.066667	654500	-220400	27WVN5111692460	NQ27-09	T	VAL		IC	30					N				NORDHDALUR	Norðdalur	Nordhdalur	1994-01-14
1	-2652290	-3660919	64.866667	-14.45	645200	-142700	28WES2606593708	NQ27-16	H	STM		IC	31					N				SELA	Selá	Sela	1994-01-14
1	-2648938	-3657199	65.016667	-19.8	650100	-194800	27WWN5655010849	NQ27-10	T	LAVA		IC	00					N				KRAKSHRAUN	Krákshraun	Krakshraun	1994-01-14
1	-2649490	-3657791	66.466667	-14.65	662800	-143900	28WEU1559471971	NQ27-07	H	BNK		IC	00					V				LANGANESGRUNN	Langanesgrunn	Langanesgrunn	1994-01-14
1	-2642698	-3650317	65.366667	-18.3	652200	-181800	27WXN2554552009	NQ27-11	T	SPUR		IC	09					N				BREKKUFJALL	Brekkufjall	Brekkufjall	1994-01-14
1	-2648303	-3656507	64.033333	-22.266667	640200	-221600	27WVM3812101344	NQ27-13	T	PT		IC	10					N				KEILISNES	Keilisnes	Keilisnes	1994-01-14
1	-2644171	-3651951	64.666667	-14.45	644000	-142700	28WES2625971420	NQ27-16	T	PKS		IC	31					N				FLOTUFJOLL	Flötufjöll	Flotufjoll	1994-01-14
1	-2644504	-3652312	65	-21.383333	650000	-212300	27WVN8192308509	NQ27-10	T	PKS		IC	08					N				GAMALHNUKAR	Gamalhnúkar	Gamalhnukar	1994-01-14
1	-2655327	-3664275	65.033333	-16.25	650200	-161500	28WDT4113112752	NQ27-11	T	MT		IC	32					N				UPPTYPPINGAR	Upptyppingar	Upptyppingar	1994-01-14
1	-2652363	-3660996	63.933333	-21	635600	-210000	27VWL0000089585	NP27-02	P	PPL		IC	03					N				SELFOSS	Selfoss	Selfoss	1998-04-03
1	-2652348	-3660981	64.533333	-14.716667	643200	-144300	28WES1359456477	NQ27-16	T	MT		IC	31					N				SELFJALL	Selfjall	Selfjall	1994-01-14
1	-2646887	-3654928	65.033333	-22.066667	650200	-220400	27WVN4976412593	NQ27-09	S	FRM		IC	29					N				HOLMLATUR	Hólmlátur	Holmlatur	1994-01-14
1	-2643464	-3651159	65.566667	-15.883333	653400	-155300	28WDT5923171897	NQ27-12	T	HLL		IC	21					N				EINBUI	Einbúi	Einbui	1994-01-14
1	-2641869	-3649381	66.15	-16.7	660900	-164200	28WDU2330437670	NQ27-07	H	STM		IC	21					N				BAKKAHLAUP	Bakkahlaup	Bakkahlaup	1994-01-14
1	-2641860	-3660722	66.016667	-14.866667	660100	-145200	28WEU0604821774	NQ27-07	H	BAY		IC	20					V				SANDVIK	Sandvík	Sandvik	1994-01-14
1	-2642272	-3649831	63.8	-19.166667	634800	-191000	27VWL9030376024	NP27-02	T	MT		IC	23					N				BLAFJOLL	Bláfjöll	Blafjoll	1994-01-14
1	-2649229	-3657503	66.4	-22.416667	662400	-222500	27WVP3671565213	NQ27-05	T	PASS		IC	19					N				KYRSKARDH	Kýrskarð	Kyrskardh	1994-01-14
1	-2650511	-3658905	64.433333	-19.666667	642600	-194000	27WWM6420145977	NQ27-14	H	BOG		IC	03					N				MIKLUODUBOTNAR	Mikluödubotnar	Mikluodubotnar	1994-01-14
1	-2650503	-3658897	65.566667	-23.25	653400	-231500	27WUN9616873467	NQ27-09	T	VAL		IC	34					N				MIKLIDALUR	Miklidalur	Miklidalur	1994-01-14
1	-2651502	-3660022	64.266667	-20.6	641600	-203600	27WWM1937826791	NQ27-14	H	LK		IC	03					N				PRESTVATN	Prestvatn	Prestvatn	1994-01-14
1	-2649466	-3657763	65.233333	-13.883333	651400	-135300	28WET5219634921	NQ27-12	T	MT		IC	00					N				LANGAFJALL	Langafjall	Langafjall	1994-01-14
1	-2647903	-3656057	64.283333	-21.433333	641700	-212600	27WVM7902028659	NQ27-13	S	FRM		IC	15					N				IRAFELL	Írafell	Irafell	1994-01-14
1	-2653621	-3662398	63.983333	-16.85	635900	-165100	28VDR0946896471	NP27-03	S	FRM		IC	06					N				STEKKJARTUN	Stekkjartún	Stekkjartun	1994-01-14
1	-2646353	-3654347	64.983333	-22.25	645900	-221500	27WVN4102007180	NQ27-13	T	VAL		IC	29					N				HEYDALUR	Heydalur	Heydalur	1994-01-14
1	-2646086	-3654045	63.766667	-18.15	634600	-180900	27VXL4052674150	NP27-02	S	FRM		IC	37					N				HEIDHI	Heiði	Heidhi	1994-01-14
1	-2652944	-3661652	65.6	-13.883333	653600	-135300	28WET5147275783	NQ27-12	T	MT		IC	20					N				SKJALDARFJALL	Skjaldarfjall	Skjaldarfjall	1994-01-14
1	-2647194	-3652497	65	-14.766667	650000	-144600	28WET1100308475	NQ27-12	T	MT		IC	31					V				GEITDALSBUNGA	Geitdalsbunga	Geitdalsbunga	1994-01-14
1	-2647819	-3655959	65.983333	-19.166667	655900	-191000	27WWP8325319269	NQ27-10	S	FRM		IC	28					N				ILLUGASTADHIR	Illugastaðir	Illugastadhir	1994-01-14
1	-2656007	-3665024	63.916667	-19.833333	635500	-195000	27VWL5723288252	NP27-02	T	MTS		IC	23					N				VONDUBJALLAR	Vondubjallar	Vondubjallar	1994-01-14
1	-2656000	-3665017	63.883333	-20.483333	635300	-202900	27VWL2537684116	NP27-02	V	HTH		IC	23					N				VOLLUR	Völlur	Vollur	1994-01-14
1	-2654228	-3663069	65.516667	-22.616667	653100	-223700	27WVN2524666998	NQ27-09	S	FRM		IC	04					N				SVINANES	Svínanes	Svinanes	1994-01-14
1	-2654945	-3663863	65.6	-21.633333	653600	-213800	27WVN7080675473	NQ27-10	S	FRM		IC	30					N				TINDUR	Tindur	Tindur	1994-01-14
1	-2654674	-3663571	64.95	-15.433333	645700	-152600	28WDT7952702952	NQ27-15	T	HLL		IC	20					N				THRAELAHALS	Þrælaháls	Thraelahals	1994-01-14
1	-2643798	-3651537	64.783333	-14.216667	644700	-141300	28WES3723884538	NQ27-16	S	FRM		IC	31					N				FAGRIDALUR	Fagridalur	Fagridalur	1994-01-14
1	-2642886	-3650522	64.55	-19.583333	643300	-193500	27WWM6792359063	NQ27-14	T	MTS		IC	03					N				BUDHARFJOLL	Búðarfjöll	Budharfjoll	1994-01-14
1	-2642886	-3665063	64.55	-19.583333	643300	-193500	27WWM6792359063	NQ27-14	T	MTS		IC	03					V				VUDHARFJOLL	Vúðarfjöll	Vudharfjoll	1994-01-14
1	-2642114	-3649658	64.1	-22	640600	-220000	27WVM5126408540	NQ27-13	P	PPL		IC	10					N				BESSASTADHIR	Bessastaðir	Bessastadhir	1994-01-14
1	186052	231455	65.6	-21.3	653600	-211800	27WVN8617175359	NQ27-10	T	PT		IC	30					N				ENNISSTIGI	Ennisstigi	Ennisstigi	1996-09-06
1	83448	102941	65.966667	-19.65	655800	-193900	27WWP6134816855	NQ27-10	T	RKS		IC	28					N			Sker	KVISLARSKER	Kvíslarsker	Kvislarsker	1995-09-06
1	6261166	6291083	65.333333	-20	652000	-200000	27WWN4656745974	NQ27-10	A	ADM1		IC	41					N				NORDHURLANDVESTRA	Norðurland Vestra	Nordhurland Vestra	2004-03-11
1	-2654027	-3662848	64.666667	-14.9	644000	-145400	28WES0477471310	NQ27-16	T	PK		IC	31					N				SUNNUTINDUR	Sunnutindur	Sunnutindur	1994-01-14
1	-2652417	-3661051	65.366667	-13.8	652200	-134800	28WET5580849851	NQ27-12	S	RUIN		IC	20					N				SELJAMYRI	Seljamýri	Seljamyri	1994-01-14
1	-2647487	-3655588	64.166667	-20.183333	641000	-201100	27WWM3970615841	NQ27-14	T	HLL		IC	03					N				HUSAFELL	Húsafell	Husafell	1994-01-14
1	-2655543	-3664511	64.083333	-18.933333	640500	-185600	27WXM0077107935	NQ27-14	H	STM		IC	00					N				VATNAKVISL	Vatnakvísl	Vatnakvisl	1994-01-14
1	-2652080	-3660685	65.766667	-16.75	654600	-164500	28WDT1985795019	NQ27-11	T	HLL		IC	32					N				SANDMULI	Sandmúli	Sandmuli	1994-01-14
1	-2651574	-3660104	64.433333	-14.683333	642600	-144100	28WES1524945341	NQ27-16	T	PT		IC	06					N				RAUDHANES	Rauðanes	Raudhanes	1994-01-14
1	-2648117	-3656304	64.233333	-16	641400	-160000	28WDS5149823397	NQ27-15	T	MTS		IC	06					N				KALFAFELLSFJOLL	Kálfafellsfjöll	Kalfafellsfjoll	1994-01-14
